filename,emotion,emotion_intensity,statement,repretition,actor_id,gender_int,Average fundamental frequency in voiced segments,Standard deviation of fundamental frequency in Hz,Variablity of fundamental frequency in semitones,Maximum of the fundamental frequency in Hz,Average energy in dB,Standard deviation of energy in dB,Maximum energy,Voiced rate (number of voiced segments per second),Average duration of voiced segments,Standard deviation of duration of voiced segments,Pause rate (number of pauses per second),Average duration of pauses,Standard deviation of duration of pauses ,Average tilt of fundamental frequency,Tilt regularity of fundamental frequency,Mean square error of the reconstructed F0 with a 1-degree polynomial,(Silence duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Unvoiced durations),(Unvoiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Voiced+Unvoiced durations),(Voiced duration)/(Silence durations),(Unvoiced duration)/(Silence durations),Unvoiced duration Regularity,Unvoiced energy Regularity,Voiced duration Regularity,Voiced energy Regularity,Pause duration Regularity,Maximum duration of voiced segments,Maximum duration of unvoiced segments,Minimum duration of voiced segments,Minimum duration of unvoiced segments,rate (# of voiced segments) / (# of unvoiced segments),Average tilt of energy contour,Regression coefficient between the energy contour and a linear regression,Mean square error of the reconstructed energy contour with a 1-degree polynomial,Regression coefficient between the F0 contour and a linear regression,Average Delta energy within consecutive voiced segments,Standard deviation of Delta energy within consecutive voiced segments
03-01-06-01-01-02-02,6,1,1,2,2,0,2.683619995117187500e+02,6.725270080566406250e+01,1.053401706618401334e+02,3.466562500000000000e+02,-4.606138026612286751e+01,3.171384173075069768e+01,-6.385030096327433569e+00,1.674107142857142794e+00,1.875000000000000000e+02,1.416642156650718789e+02,2.092633928571428381e+00,2.740000000000000000e+02,4.209798094920942617e+02,1.762628982343491302e+00,1.889221937602888701e+00,3.800193093845770704e+02,9.249999999999999334e-01,4.714285714285715301e+00,1.749999999999999611e-01,8.249999999999999556e-01,8.918918918918918859e-01,1.891891891891891719e-01,4.445222154178574137e-02,1.275081696729011005e-01,5.762475184600208244e+00,5.252374320917802208e+00,0.000000000000000000e+00,4.299999999999999933e-01,1.300000000000000044e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.199999999999999956e+00,1.406248237402366909e-02,4.324881986652009264e-02,4.166172010551411518e+02,7.354167850428564579e-01,7.725951722878747319e+00,3.951932026492303685e+00
03-01-03-02-02-02-02,3,2,2,2,2,0,2.324276275634765625e+02,3.795578002929687500e+01,8.353362813062479120e+01,3.394583129882812500e+02,-5.597425813000708672e+01,4.297740961050079278e+01,-9.153071605035677294e+00,1.674107142857142794e+00,1.950000000000000000e+02,8.558621384311845759e+01,2.092633928571428381e+00,2.460000000000000000e+02,3.797683504453734713e+02,-1.884087575594923569e+00,2.185898362638258874e+00,2.371085907291001718e+02,7.769230769230769384e-01,4.652173913043477604e+00,1.769230769230769329e-01,8.230769230769231504e-01,1.059405940594059459e+00,2.277227722772277585e-01,4.923413450036468603e-02,9.581521567869874523e-02,1.233798502557487176e+01,3.419150775152856703e+00,0.000000000000000000e+00,2.999999999999999889e-01,1.400000000000000133e-01,5.000000000000000278e-02,1.000000000000000021e-02,1.199999999999999956e+00,-4.030587083489662464e-02,-8.069435639302127705e-02,4.511240862801321896e+02,6.327020550080652006e-01,4.970473544494990570e+00,4.023166021251116220e+00
03-01-02-01-01-01-02,2,1,1,1,2,0,2.478014678955078125e+02,3.227518081665039062e+01,7.692016198768077118e+01,3.237639160156250000e+02,-4.698477466801646329e+01,2.933786767165783260e+01,-8.756963451865695802e+00,1.255580357142857206e+00,1.700000000000000000e+02,2.828427124746190557e+01,1.674107142857142794e+00,3.450000000000000000e+02,4.378641341786285466e+02,-5.592307561484013423e-01,7.271308690082377568e-01,8.944002288415967783e+00,1.262135922330097193e+00,9.300000000000000711e+00,9.708737864077668367e-02,9.029126213592233441e-01,7.153846153846153966e-01,7.692307692307691347e-02,2.054804667656325370e-02,1.066243405606806249e-01,7.067150528890736361e+00,1.670617051229471128e+00,4.500000000000000666e-01,4.100000000000000311e-01,5.999999999999999778e-02,1.400000000000000133e-01,1.000000000000000021e-02,1.333333333333333259e+00,1.423632062979925811e-02,2.127255542338695252e-02,3.173945891327145432e+02,6.680058287680958884e-01,2.914286437924028306e+00,5.564277743500500861e-01
03-01-05-01-02-02-02,5,1,2,2,2,0,2.446306304931640625e+02,3.509919738769531250e+01,8.082447069521718674e+01,3.087203063964843750e+02,-4.742327319169433508e+01,3.113174518031651772e+01,-9.191226067000140887e+00,1.674107142857142794e+00,2.275000000000000000e+02,8.584142356694697185e+01,2.092633928571428381e+00,2.620000000000000000e+02,3.787558580405060980e+02,-1.825542913289549540e+00,2.785425130164710161e+00,9.299442730627460207e+01,1.026086956521739202e+00,7.846153846153845812e+00,1.130434782608695787e-01,8.869565217391305323e-01,8.644067796610169774e-01,1.101694915254237406e-01,2.494438257849294210e-02,1.981792118260641555e-01,9.305396984431897778e+00,2.908052393617569731e+00,4.199999999999999845e-01,5.600000000000000533e-01,7.000000000000000666e-02,5.999999999999999778e-02,1.000000000000000021e-02,1.333333333333333259e+00,-1.652733846688272945e-01,-4.298828718300946594e-01,2.729461904105202166e+02,5.727834674770421186e-01,4.415455779163976580e+00,3.739721447433011825e+00
03-01-08-01-01-02-02,8,1,1,2,2,0,2.200023193359375000e+02,4.102217483520507812e+01,8.622365323240073565e+01,3.416509399414062500e+02,-4.878204398063083147e+01,3.434768259747280439e+01,-8.206763928843219702e+00,1.674107142857142794e+00,1.700000000000000000e+02,1.339776100697426102e+02,2.092633928571428381e+00,2.780000000000000000e+02,4.025617964983761681e+02,1.799027631218527379e+00,2.882149228020470577e+00,4.854925456301689337e+02,8.560000000000000941e-01,3.310344827586206407e+00,2.320000000000000395e-01,7.680000000000000160e-01,8.971962616822428682e-01,2.710280373831776002e-01,4.955804677345547471e-02,1.163443165779919075e-01,6.692816317101239143e+00,2.476470529603995274e+00,0.000000000000000000e+00,4.100000000000000311e-01,1.400000000000000133e-01,8.999999999999999667e-02,1.000000000000000021e-02,1.000000000000000000e+00,-1.907158364333107758e-01,-3.339680519421212579e-01,2.169092912870816576e+02,6.455024412978518367e-01,5.117459930452173289e+00,3.769615843477422956e-01
03-01-05-02-02-01-02,5,2,2,1,2,0,2.554801635742187500e+02,5.576036071777343750e+01,9.785171517422240584e+01,3.467612304687500000e+02,-6.004109035782173009e+01,4.096970324978779132e+01,-9.239659083293419783e+00,1.255580357142857206e+00,1.866666666666666572e+02,8.219218670625301115e+01,1.674107142857142794e+00,3.725000000000000000e+02,4.259327998640160899e+02,2.860221419271858245e+00,1.054330515403664315e+01,2.529286220281284443e+02,1.280000000000000249e+00,5.666666666666666075e+00,1.500000000000000222e-01,8.499999999999999778e-01,6.640624999999998890e-01,1.171875000000000000e-01,1.414213562373095069e-02,9.417742699342576684e-02,1.308276112682084502e+01,7.234076349313145471e+00,4.600000000000000200e-01,2.899999999999999800e-01,5.000000000000000278e-02,2.999999999999999889e-02,1.000000000000000021e-02,1.399999999999999911e+00,-5.322640362822118887e-02,-1.925219338229551269e-01,5.736808023444663149e+02,5.787404267237296063e-01,9.619505914050590079e+00,2.980431728926608681e+00
03-01-08-01-01-01-02,8,1,1,1,2,0,2.310478057861328125e+02,4.187766265869140625e+01,8.693829985677578520e+01,3.490258483886718750e+02,-4.520462999820626493e+01,3.091756181323320263e+01,-8.054686589503955219e+00,1.674107142857142794e+00,1.475000000000000000e+02,1.171270677512248000e+02,2.092633928571428381e+00,2.900000000000000000e+02,4.122135368956240313e+02,1.680988333439886961e+00,2.414115773314352786e+00,4.579154493170153728e+02,9.090909090909091717e-01,2.903225806451612545e+00,2.561983471074380514e-01,7.438016528925620596e-01,8.181818181818181213e-01,2.818181818181818565e-01,5.192301994298867407e-02,1.025670512396646694e-01,5.861573638913637474e+00,2.837995395856627745e+00,0.000000000000000000e+00,3.599999999999999867e-01,1.499999999999999944e-01,1.000000000000000056e-01,1.000000000000000021e-02,1.000000000000000000e+00,4.975333370832078772e-02,9.984328799378441865e-02,3.587747412803951192e+02,6.502057013319332279e-01,3.558922886124344487e+00,2.175485561878319984e+00
03-01-07-02-02-02-02,7,2,2,2,2,0,2.251607971191406250e+02,4.104193496704101562e+01,8.624032771472535330e+01,2.730640563964843750e+02,-4.682763783925069134e+01,3.082573991857969631e+01,-8.755570250839721069e+00,8.370535714285713969e-01,1.900000000000000000e+02,1.100000000000000000e+02,1.255580357142857206e+00,4.933333333333333144e+02,4.036775390773626100e+02,-4.509650516042899571e-01,3.157876010413755985e+00,3.207232140723028380e+01,1.252427184466019527e+00,4.421052631578947789e+00,1.844660194174757295e-01,8.155339805825243538e-01,6.511627906976744651e-01,1.472868217054263407e-01,5.931905258852335217e-02,1.474313399518568934e-01,9.410507919567344004e+00,3.518964799607734228e+00,4.050000000000000266e-01,3.599999999999999867e-01,1.499999999999999944e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.250000000000000000e+00,-7.578140178973386161e-03,-1.885656399133379957e-02,4.120082590801574156e+02,5.280857130809414324e-01,6.096777400920252887e+00,4.165725370566232044e+00
03-01-05-02-01-02-02,5,2,1,2,2,0,2.385474853515625000e+02,4.999419403076171875e+01,9.407221116219153600e+01,3.401617126464843750e+02,-4.749863190538777502e+01,2.796660885601136215e+01,-9.564814510713091522e+00,2.511160714285714413e+00,9.000000000000000000e+01,6.377042156569663689e+01,2.929687500000000000e+00,2.214285714285714448e+02,3.742584504792137636e+02,-2.704248846073672663e+00,5.354473474359127572e+00,2.668024663129890683e+01,1.303030303030302983e+00,6.071428571428570287e+00,1.414141414141414366e-01,8.585858585858585634e-01,6.589147286821704919e-01,1.085271317829457488e-01,9.258200997725514469e-03,4.449996532111286096e-02,9.222763214579343227e+00,6.027769528512686215e+00,4.850000000000000422e-01,1.700000000000000122e-01,2.999999999999999889e-02,5.000000000000000278e-02,1.000000000000000021e-02,1.285714285714285809e+00,1.293828232729880498e-02,3.020500360793802741e-02,6.078848240218626415e+02,6.576147219729546745e-01,1.107466930122189197e+01,4.592576438222681467e+00
03-01-01-01-01-01-02,1,1,1,1,2,0,2.236944732666015625e+02,4.105377578735351562e+01,8.625031568181773878e+01,3.276500549316406250e+02,-5.554100998470620709e+01,3.969040868612743367e+01,-7.937103271004792404e+00,1.674107142857142794e+00,2.175000000000000000e+02,1.446331566412072789e+02,2.092633928571428381e+00,2.760000000000000000e+02,4.045046353257277474e+02,-1.095680501986828093e+00,7.359037607857817909e-01,2.380462103715294475e+01,1.148148148148148140e+00,1.442857142857142705e+01,6.481481481481481122e-02,9.351851851851851194e-01,8.145161290322581182e-01,5.645161290322581182e-02,1.247219128924647105e-02,1.820329640477240662e-01,8.072183180756226761e+00,9.071914739626146584e+00,4.600000000000000200e-01,5.400000000000000355e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.666666666666666741e+00,4.828715664481861986e-02,3.097530526900712511e-01,6.186919136349815744e+02,6.767576403485258130e-01,1.206443802352605132e+01,8.649353098778682636e+00
03-01-02-02-02-02-02,2,2,2,2,2,0,2.278860778808593750e+02,2.802389907836914062e+01,7.202974246045842222e+01,2.859615783691406250e+02,-4.648054244144954339e+01,3.424478042379005416e+01,-8.179696565339501291e+00,8.370535714285713969e-01,2.350000000000000000e+02,1.350000000000000000e+02,1.255580357142857206e+00,4.633333333333333144e+02,3.865517070486459943e+02,-1.017894725155986224e+00,1.152128307169914656e+00,4.663449566961843828e+01,1.412371134020618424e+00,9.600000000000000000e+01,1.030927835051546372e-02,9.896907216494845727e-01,7.007299270072993025e-01,7.299270072992701357e-03,0.000000000000000000e+00,1.392838827718411998e-01,9.398667937027575192e+00,9.379313507274774642e-01,3.916063783387032649e-01,4.600000000000000200e-01,1.000000000000000021e-02,1.300000000000000044e-01,1.000000000000000021e-02,3.000000000000000000e+00,-8.701475077157195814e-01,-9.995615980616031626e-01,3.280124549448039772e+00,5.637411788458386308e-01,1.207131910635956373e+00,0.000000000000000000e+00
03-01-03-01-02-02-02,3,1,2,2,2,0,2.324118347167968750e+02,3.524596405029296875e+01,8.096895131451940131e+01,3.049461059570312500e+02,-4.579492710426630708e+01,2.912819205246795917e+01,-7.595479383897179027e+00,1.255580357142857206e+00,3.266666666666666856e+02,1.693779468788333418e+02,1.674107142857142794e+00,3.075000000000000000e+02,4.132417573285642902e+02,2.936015714751713634e+00,6.672543535148200533e+00,5.998668001482386103e+01,7.846153846153846034e-01,5.500000000000000000e+00,1.538461538461538547e-01,8.461538461538461453e-01,1.078431372549019773e+00,1.960784313725490169e-01,4.242640687119285381e-02,1.840652058374966094e-01,1.000390745475344367e+01,5.543408325934017888e+00,0.000000000000000000e+00,5.400000000000000355e-01,1.100000000000000006e-01,4.000000000000000083e-02,1.000000000000000021e-02,1.250000000000000000e+00,-9.630584751071989691e-02,-3.774978907932534655e-01,4.348374793686085695e+02,6.436840375737332698e-01,8.758413352958875464e+00,6.204910548144212612e+00
03-01-08-02-02-02-02,8,2,2,2,2,0,2.260457305908203125e+02,3.998666763305664062e+01,8.533841506745524441e+01,3.448312683105468750e+02,-5.088195588743193554e+01,3.902953419800297752e+01,-9.446267625487928754e+00,1.255580357142857206e+00,1.000000000000000000e+02,6.377042156569663689e+01,1.674107142857142794e+00,3.850000000000000000e+02,3.862965182343739343e+02,-4.505817953254815045e+00,8.922410802772832383e+00,1.356590384190700149e+02,1.483870967741935276e+00,1.062500000000000178e+01,8.602150537634407901e-02,9.139784946236559904e-01,6.159420289855073172e-01,5.797101449275363083e-02,1.224744871391589100e-02,8.914719413544221205e-02,1.213487879511013112e+01,4.178136900500803996e+00,4.032369030731190462e-01,2.600000000000000089e-01,4.000000000000000083e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.500000000000000000e+00,1.992534727822050378e-01,4.874669389160286026e-01,6.400469978777941833e+02,5.829474207826736976e-01,4.353140950764806227e+00,4.008617518660645196e+00
03-01-04-02-02-02-02,4,2,2,2,2,0,2.705018615722656250e+02,2.412542915344238281e+01,6.684326825623632828e+01,3.305743103027343750e+02,-4.881036610110319174e+01,3.391185699177478341e+01,-7.351850452192600471e+00,1.674107142857142794e+00,2.100000000000000000e+02,7.648529270389175849e+01,2.092633928571428381e+00,2.740000000000000000e+02,3.812400818382033663e+02,-8.957523716058380936e-01,1.933717142821327561e+00,5.744917286459025973e+01,1.110091743119265839e+00,5.411764705882353255e+00,1.559633027522935589e-01,8.440366972477063578e-01,7.603305785123967153e-01,1.404958677685950452e-01,2.059126028197399982e-02,8.424938684449560788e-02,9.251357864067559333e+00,4.362049071368273800e+00,4.249999999999999889e-01,2.500000000000000000e-01,5.999999999999999778e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.399999999999999911e+00,-3.965239197243000668e-01,-8.648283979043452918e-01,1.872210302820085701e+02,5.566781271778071805e-01,3.329577937411148714e+00,1.610276507611416275e+00
03-01-07-02-01-02-02,7,2,1,2,2,0,2.567172851562500000e+02,2.749312782287597656e+01,7.136766286496225575e+01,3.441256103515625000e+02,-5.088958498380980444e+01,3.142983718343715083e+01,-8.562999297929502873e+00,1.674107142857142794e+00,1.075000000000000000e+02,4.322904116447645606e+01,2.092633928571428381e+00,3.220000000000000000e+02,4.207326942370892766e+02,7.790862520334866925e-01,3.249594003872632086e+00,2.414093207493310800e+01,1.468085106382978955e+00,4.222222222222222321e+00,1.914893617021276584e-01,8.085106382978723971e-01,5.507246376811594235e-01,1.304347826086956486e-01,3.354101966249684735e-02,6.241794613730895086e-02,8.983704099704139523e+00,3.765333479193245569e+00,4.600000000000000755e-01,2.500000000000000000e-01,1.000000000000000056e-01,5.999999999999999778e-02,1.000000000000000021e-02,1.250000000000000000e+00,2.397827670944124856e-01,6.384198997209140636e-01,5.845223122377983600e+02,5.475375513956038942e-01,5.520729437959543517e+00,2.558393199483527169e+00
03-01-06-02-02-02-02,6,2,2,2,2,0,1.991055450439453125e+02,1.959190177917480469e+01,5.863613642655654701e+01,2.324526672363281250e+02,-4.063757023927550449e+01,2.581187059320069466e+01,-7.558668611125267667e+00,1.255580357142857206e+00,2.500000000000000000e+02,1.766352173265569263e+02,1.674107142857142794e+00,3.275000000000000000e+02,4.126363411043676024e+02,-4.839941466439194429e+00,3.936007939063135730e+00,2.260365465354145442e+02,8.125000000000000000e-01,3.923076923076922906e+00,2.031250000000000000e-01,7.968750000000000000e-01,9.807692307692307265e-01,2.500000000000000000e-01,4.330127018922193260e-02,1.543502510525978921e-01,9.912164669095142600e+00,5.137273711968691536e+00,0.000000000000000000e+00,4.899999999999999911e-01,1.300000000000000044e-01,5.000000000000000278e-02,1.000000000000000021e-02,1.250000000000000000e+00,-1.794029266210437623e-01,-6.516992647376340653e-01,3.244545258973802788e+02,6.661278950118175723e-01,8.285433692538862971e+00,1.786061284978587516e+00
03-01-04-01-02-02-02,4,1,2,2,2,0,2.214077453613281250e+02,1.883268928527832031e+01,5.726769442952462441e+01,2.834323425292968750e+02,-4.954037769282023618e+01,3.204176375415945444e+01,-8.926730910010885367e+00,1.255580357142857206e+00,3.166666666666666856e+02,2.017148702720969027e+02,1.674107142857142794e+00,3.125000000000000000e+02,4.065940850528939450e+02,-2.300781428526947447e+00,1.070990436699491566e+00,7.858418170928905155e+00,1.017391304347826209e+00,8.583333333333333925e+00,1.043478260869565299e-01,8.956521739130435256e-01,8.803418803418804339e-01,1.025641025641025605e-01,2.121320343559642344e-02,1.565375354347959824e-01,8.833123731004404178e+00,5.034304476652279092e+00,4.249999999999999889e-01,4.700000000000000289e-01,5.999999999999999778e-02,5.999999999999999778e-02,1.000000000000000021e-02,1.250000000000000000e+00,-2.635333523300936176e-01,-9.381236120775959808e-01,3.151528501596533829e+02,5.723873175684520698e-01,6.909425636689817019e+00,6.319033192900418427e-01
03-01-06-02-02-01-02,6,2,2,1,2,0,2.061308135986328125e+02,2.298698616027832031e+01,6.516957353194744940e+01,2.719978027343750000e+02,-4.490109782148285689e+01,2.981294200070238887e+01,-9.701692607943222413e+00,1.674107142857142794e+00,1.800000000000000000e+02,1.208304597359457233e+02,2.092633928571428381e+00,2.760000000000000000e+02,3.784494682252836810e+02,2.226203887215546295e+00,8.536543291519691934e+00,1.588541102947704644e+02,8.110236220472440971e-01,3.379310344827586299e+00,2.283464566929133688e-01,7.716535433070865757e-01,9.514563106796115610e-01,2.815533980582524132e-01,4.374801582802229777e-02,7.171371656006361728e-02,1.138816611819836133e+01,2.655520712307099629e+00,0.000000000000000000e+00,2.700000000000000178e-01,1.400000000000000133e-01,7.000000000000000666e-02,1.000000000000000021e-02,1.166666666666666741e+00,-2.083047948777059372e-02,-2.765788486353149694e-02,3.907634407951749722e+02,6.041908403258048343e-01,4.320046573766572529e+00,8.383534049009477851e-01
